"","Accession_number","ED","edge.length","Species","Country","City","Host","Collection.date","lat","lon","extracted_precip","extracted_temp","sum_extracted_values","heterogeneity","Geo_location","num_occurrences","DR"
"877","MN234045.1",0.00225215209912208,0.000107715058200502,"Lyssavirus rabies","Canada"," Quebec","Canis","2012",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,444.019744665474
"878","MN234052.1",0.00194355040239289,4.29484244755226e-05,"Lyssavirus rabies","Canada"," Quebec","Vulpes vulpes","2015",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,514.522288060451
"879","MN233946.1",0.00194355040239289,0.00135884842105512,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Felis catus","2015",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,514.522288060451
"880","MN234042.1",0.00224947550493591,0.00118468351172606,"Lyssavirus rabies","Canada"," Quebec","Vulpes lagopus","2012",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,444.54807256436
"881","MN234055.1",0.00223427850799444,0.00118468351172606,"Lyssavirus rabies","Canada"," Quebec","Vulpes lagopus","2017",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,447.571776043996
"882","MN233938.1",0.00220946396074069,0.00125768495848704,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2015",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,452.5984663107
"883","MN233917.1",0.00220946396074069,0.00128584697429414,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2003",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,452.5984663107
"884","MN234040.1",0.00150004236367505,0.00128584697429414,"Lyssavirus rabies","Canada"," Quebec","Vulpes vulpes","2012",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,666.647838898387
"885","MN234036.1",0.00150004236367505,0.0025864803572567,"Lyssavirus rabies","Canada"," Quebec","Vulpes lagopus","2012",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,666.647838898387
"886","MN233930.1",0.00144860242287633,0.000337759453930997,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2012",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,690.320535302163
"887","MN233924.1",0.00121797122241947,8.86898946029133e-05,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2012",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,821.037460978371
"888","MN234044.1",0.00121797122241947,0.00266634681642173,"Lyssavirus rabies","Canada"," Quebec","Vulpes vulpes","2012",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,821.037460978371
"889","MN233943.1",0.00120742987625951,0.00266634681642173,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Canis","2015",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,828.205446678105
"890","MN233935.1",0.00110236616147228,0.00275503671102464,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2012",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,907.13960111442
"891","MN233993.1",0.00110236616147228,0.00433795242320413,"Lyssavirus rabies","Canada"," Nunavut","Vulpes lagopus","2012",65.0377727,-92.5540791,-5.64085809115682,1.46444813676656,9661,18928.21627409,"Canada:  Nunavut",39,907.13960111442
"892","MN234001.1",0.00111235690909813,0.00110918903094726,"Lyssavirus rabies","Canada"," Nunavut","Vulpes vulpes","2015",65.0377727,-92.5540791,-5.64085809115682,1.46444813676656,9661,18928.21627409,"Canada:  Nunavut",39,898.992033780574
"893","MN233945.1",0.00144330517505058,0.0027052745708106,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2015",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,692.854163683683
"894","MN234031.1",0.00435801135283539,0.000542268612532378,"Lyssavirus rabies","Canada"," Quebec","Vulpes vulpes","2009",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,229.462458685287
"895","MN234029.1",0.00430923973486287,8.0211981187684e-05,"Lyssavirus rabies","Canada"," Quebec","Vulpes vulpes","2004",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,232.059495764355
"896","MN234038.1",0.00430923973486287,0.000462056631344694,"Lyssavirus rabies","Canada"," Quebec","Vulpes lagopus","2012",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,232.059495764355
"897","MN233982.1",0.00473127669669463,0.000462056631344694,"Lyssavirus rabies","Canada"," Nunavut","Vulpes lagopus","2006",65.0377727,-92.5540791,-5.64085809115682,1.46444813676656,9661,18928.21627409,"Canada:  Nunavut",39,211.359441458713
"898","MN233962.1",0.00332440757387409,1.39606082435384e-05,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes vulpes","2000",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,300.805475194683
"899","MN233975.1",0.00271146596502326,0.000104118819153753,"Lyssavirus rabies","Canada"," Nunavut","Vulpes lagopus","1999",65.0377727,-92.5540791,-5.64085809115682,1.46444813676656,9661,18928.21627409,"Canada:  Nunavut",39,368.804186701795
"900","MN233961.1",0.00190263634604069,5.46170623555073e-05,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes vulpes","2000",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,525.586511621605
"901","MN234014.1",0.00185217418863035,0.00307484669359018,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","2000",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,539.906022953209
"902","MN234021.1",0.00185217418863035,0.00307484669359018,"Lyssavirus rabies","Canada"," Quebec","Vulpes vulpes","2000",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,539.906022953209
"903","MN233915.1",0.00218378052999109,0.00017729003065077,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2002",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,457.921474372739
"904","MN233918.1",0.00218378052999109,0.00295217372529492,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2003",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,457.921474372739
"905","MN233963.1",0.00331152885589918,0.000192666004564485,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes lagopus","2001",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,301.975324242938
"906","MN234004.1",0.00331152885589918,1.52570574412335e-05,"Lyssavirus rabies","Canada"," Nunavut","Vulpes lagopus","2015",65.0377727,-92.5540791,-5.64085809115682,1.46444813676656,9661,18928.21627409,"Canada:  Nunavut",39,301.975324242938
"907","MN234051.1",0.00532988717704729,0.0027442506632892,"Lyssavirus rabies","Canada"," Quebec","Canis lupus familiaris","2015",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,187.621232266682
"908","MK540929.1",0.00527399991943575,0.00118953825122714,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1999",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,189.609407522894
"909","MN233914.1",0.00517163553462521,0.00155471241206206,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2002",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,193.362427283358
"910","MN233959.1",0.00517163553462521,2.9098007266466e-06,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes vulpes","1997",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,193.362427283358
"911","MN234017.1",0.00492963811990555,0.00155180261133541,"Lyssavirus rabies","Canada"," Quebec","Vulpes lagopus","1996",52.4760892,-71.8258668,15.4413623652184,0.591572863668121,4269,22124.2620481928,"Canada:  Quebec",41,202.854646867904
"912","MN233949.1",0.00492963811990555,0.00155180261133541,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes lagopus","1990",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,202.854646867904
"913","MN233911.1",0.0037930445066242,5.55376553306526e-05,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","1996",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,263.640460388374
"914","MN233965.1",0.0037930445066242,0.00270397006539978,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes vulpes","2006",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,263.640460388374
"915","MN233912.1",0.0054168894376185,0.00270397006539978,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","1996",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,184.607792260874
"916","MN233958.1",0.00545421724988802,0.000623647388101272,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes lagopus","1994",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,183.344365320346
"917","MN233996.1",0.00545421724988802,0.00260993518699817,"Lyssavirus rabies","Canada"," Nunavut","Canis lupus familiaris","2013",65.0377727,-92.5540791,-5.64085809115682,1.46444813676656,9661,18928.21627409,"Canada:  Nunavut",39,183.344365320346
"918","MN233955.1",0.00607774306890281,0.000775384845233213,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes lagopus","1993",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,164.534760463398
"919","MN233947.1",0.00607774306890281,7.60681418644795e-05,"Lyssavirus rabies","Canada"," Northern Territories","Ursus maritimus","1990",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,164.534760463398
"920","MK540950.1",0.0110077837202929,0.00175848219990048,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2001",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,90.8448081294052
"921","MK540969.1",0.00510630465377486,7.14857105320436e-05,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","2005",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,195.836337195577
"922","MK540908.1",0.005101338153137,0.00168699648936843,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","1995",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,196.026997227201
"923","MK540984.1",0.00312344239793461,0.00168699648936843,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2008",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,320.159577990378
"924","MK540938.1",0.00312344239793461,0.00183455034176496,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2000",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,320.159577990378
"925","MK540964.1",0.0044046004918449,0.000498368874558389,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2004",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,227.035346758803
"926","MK540946.1",0.00433762205002307,0.000121131347809451,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2001",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,230.541063390869
"927","MK541009.1",0.00433762205002307,0.00399466372154143,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2018",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,230.541063390869
"928","MK540923.1",0.00406156954393498,0.00399466372154143,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1998",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,246.210236998963
"929","MK540992.1",0.00387284213558981,0.000161364698155168,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2009",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,258.208304131588
"930","MK540997.1",0.00318666211986469,6.37409835997239e-05,"Lyssavirus rabies","Canada"," Ontario","Felis catus","2012",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,313.807979128475
"931","MK540945.1",0.00318666211986469,0.00389068938759599,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2000",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,313.807979128475
"932","MK540927.1",0.00387845600578431,0.00010280328298851,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1999",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,257.83456058509
"933","MK540986.1",0.00403410672310274,0.00378788610460748,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2008",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,247.88635220609
"934","MK541002.1",0.00286893617869717,0.00378788610460748,"Lyssavirus rabies","Canada"," Ontario","Bos taurus","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,348.561256756194
"935","MK541003.1",0.00286893617869717,8.33849626769604e-05,"Lyssavirus rabies","Canada"," Ontario","Bos taurus","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,348.561256756194
"936","MK540914.1",0.00465550980364242,0.000132853752130169,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","1996",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,214.79924695199
"937","MK540941.1",0.00426180371443676,0.00161035868303039,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2000",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,234.642434754216
"938","MK541001.1",0.00426180371443676,0.00212783297335819,"Lyssavirus rabies","Canada"," Ontario","Bos taurus","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,234.642434754216
"939","MK540897.1",0.00483618018661559,0.00212783297335819,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1991",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,206.774760536747
"940","MK540940.1",0.0039245750469216,0.00373819165638858,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2000",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,254.804657330834
"941","MK541000.1",0.00232767682815817,0.00387104540851875,"Lyssavirus rabies","Canada"," Ontario","Bos taurus","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,429.612903261693
"942","MK541005.1",0.00232767682815817,0.00499538672766369,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,429.612903261693
"943","MK540980.1",0.00320122512289839,0.0036492331666615,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2007",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,312.380404879054
"944","MK540913.1",0.00384180672492958,0.00135219543642473,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1996",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,260.294197912398
"945","MK540995.1",0.00384180672492958,0.00135219543642473,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2011",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,260.294197912398
"946","MK540922.1",0.00334064878736871,0.000109460657237427,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1998",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,299.343050901097
"947","MK540953.1",0.00334064878736871,0.00116409703024349,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2001",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,299.343050901097
"948","MK540936.1",0.00365555026491949,4.07553644800442e-05,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2000",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,273.556626917842
"949","MK540978.1",0.00412495303554316,0.0042931114948132,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2007",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,242.427002533939
"950","MK540957.1",0.00569388089496264,0.00374296996078386,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2002",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,175.627136999774
"951","MK540915.1",0.00568540204862413,0.000550141534029338,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","1996",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,175.889056120842
"952","MK540979.1",0.00568540204862413,1.92540580026244e-05,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2007",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,175.889056120842
"953","MK540977.1",0.00577162299824418,8.09737981132572e-05,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2006",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,173.261489931726
"954","MK540971.1",0.00811569752340129,0.000449913677913457,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2006",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,123.217997851268
"955","MK540944.1",0.00811569752340129,0.000449913677913457,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2000",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,123.217997851268
"956","MN233968.1",0.00306133405029845,0.000530887476026714,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes lagopus","2008",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,326.654975762123
"957","MN233970.1",0.00306133405029845,0.000200854535832159,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes lagopus","2012",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,326.654975762123
"958","MN234005.1",0.00300574574915848,0.00413301232346109,"Lyssavirus rabies","Canada"," Nunavut","Canis lupus familiaris","2015",65.0377727,-92.5540791,-5.64085809115682,1.46444813676656,9661,18928.21627409,"Canada:  Nunavut",39,332.69613714998
"959","MN234000.1",0.00300574574915848,1.28062328212412e-05,"Lyssavirus rabies","Canada"," Nunavut","Vulpes lagopus","2015",65.0377727,-92.5540791,-5.64085809115682,1.46444813676656,9661,18928.21627409,"Canada:  Nunavut",39,332.69613714998
"960","MN233969.1",0.00305914808410211,8.64198062884066e-05,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes lagopus","2008",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,326.888392620428
"961","MN233977.1",0.00909219535516779,0.000161295669948785,"Lyssavirus rabies","Canada"," Nunavut","Vulpes lagopus","2002",65.0377727,-92.5540791,-5.64085809115682,1.46444813676656,9661,18928.21627409,"Canada:  Nunavut",39,109.984438404265
"962","MN233971.1",0.00884236167753243,0.000390449250115398,"Lyssavirus rabies","Canada"," Northern Territories","Canis lupus familiaris","2012",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,113.091958513855
"963","MN233902.1",0.00843194268504734,2.30278238187252e-05,"Lyssavirus rabies","USA"," Alaska","Vulpes lagopus","2008",64.4459613,-149.680909,29.5283152064463,1.73028042761732,65410,37735.059447983,"USA:  Alaska",5,118.596631565503
"964","MN233913.1",0.00518659201294246,0.00345901354046853,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2002",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,192.804831670706
"965","MN233933.1",0.00518659201294246,5.40946364727146e-05,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","2012",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,192.804831670706
"966","MN233954.1",0.00520082168623516,2.42996563423834e-05,"Lyssavirus rabies","Canada"," Northern Territories","Vulpes lagopus","1993",61.3521936,-117.652164,21.3412234310968,1.52456107322293,2583,20335.9945355191,"Canada:  Northern Territories",27,192.277309304156
"967","MN233907.1",0.00437426154863421,3.16739675024673e-05,"Lyssavirus rabies","Canada"," Newfoundland and Labrador","Vulpes vulpes","1996",53.8217327,-61.2295532,0.372349644566242,0.434015687831309,7090,20689.2960725075,"Canada:  Newfoundland and Labrador",41,228.61001540071
"968","MN234013.1",0.00437426154863421,7.40381027400237e-05,"Lyssavirus rabies","Canada"," Ontario","Vulpes lagopus","1995",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,228.61001540071
"969","MN233898.1",0.00587285863949472,0.00275423199978623,"Lyssavirus rabies","USA"," Alaska","Vulpes vulpes","1989",64.4459613,-149.680909,29.5283152064463,1.73028042761732,65410,37735.059447983,"USA:  Alaska",5,170.274828901047
"970","MK540983.1",0.015108408697837,0.000520675177624718,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2008",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,66.1883074518075
"971","MK540898.1",0.00604499784170737,0.000520675177624718,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","1991",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,165.426030940907
"972","MK540903.1",0.00599413058239561,0.00327490717741094,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","1993",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,166.829865691772
"973","MK540887.1",0.00599413058239561,8.50171200795623e-06,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1990",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,166.829865691772
"974","MK540970.1",0.00563586591698394,0.00334044356814301,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2005",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,177.435023247529
"975","MK540974.1",0.00563586591698394,2.40191533554175e-05,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2006",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,177.435023247529
"976","MK540951.1",0.00890346181221673,1.00773688804555e-05,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2001",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,112.315863322721
"977","MK540921.1",0.00879980435190716,0.00040688946101953,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1998",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,113.638890140015
"978","MK540920.1",0.00879980435190716,0.00289945758488761,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1997",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,113.638890140015
"979","MK540893.1",0.00691099536901697,9.84264330057025e-05,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1991",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,144.696957037933
"980","MK540901.1",0.00691099536901697,0.0028010311518819,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","1991",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,144.696957037933
"981","MK540896.1",0.0135114115038769,0.0028010311518819,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1991",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,74.0115123955086
"982","MK540895.1",0.01481497409759,6.4523648200818e-06,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","1991",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,67.4992742756581
"983","MK540962.1",0.0047807575905465,0.00329989468108706,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","2003",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,209.171868905758
"984","MK540909.1",0.00441376585869059,0.000115287655461795,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","1995",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,226.563898497476
"985","MK540990.1",0.00420679310457226,0.00157251849093992,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2009",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,237.710763315915
"986","MK540918.1",0.00304619124337322,9.08226201418478e-05,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1996",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,328.27879804836
"987","MK540906.1",0.00304619124337322,0.00152126591454349,"Lyssavirus rabies","Canada"," Ontario","Vulpes vulpes","1995",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,328.27879804836
"988","MK540925.1",0.00382214360360774,0.00152126591454349,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","1998",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,261.633288465691
"989","MK541008.1",0.00382214360360774,0.00161208853468534,"Lyssavirus rabies","Canada"," Ontario","Mephitidae","2017",50.000678,-86.000977,-2.35227439913676,0.787388084366852,2244,28045.89,"Canada:  Ontario",212,261.633288465691
